Variable_Name,Variable Desc,Who,Sales Channel,Product,Activity,Metric,Category
UM_AllChan_1P_PaidSearch_Cost_NonBrand,Independent,UM,AllChan,1P,PaidSearch,Cost,Search
UM_AllChan_1P_PaidSearch_Impressions_Product,Independent,UM,AllChan,1P,PaidSearch,Impressions,Search
UM_AllChan_1P_PaidSearch_Clicks_Product,Independent,UM,AllChan,1P,PaidSearch,Clicks,Search
UM_AllChan_1P_PaidSearch_Cost_Product,Independent,UM,AllChan,1P,PaidSearch,Cost,Search
UM_AllChan_2P_PaidSearch_Impressions_Brand,Independent,UM,AllChan,2P,PaidSearch,Impressions,Search
UM_AllChan_2P_PaidSearch_Clicks_Brand,Independent,UM,AllChan,2P,PaidSearch,Clicks,Search
UM_AllChan_2P_PaidSearch_Cost_Brand,Independent,UM,AllChan,2P,PaidSearch,Cost,Search
UM_AllChan_2P_PaidSearch_Impressions_NonBrand,Independent,UM,AllChan,2P,PaidSearch,Impressions,Search
UM_AllChan_2P_PaidSearch_Clicks_NonBrand,Independent,UM,AllChan,2P,PaidSearch,Clicks,Search
UM_AllChan_2P_PaidSearch_Cost_NonBrand,Independent,UM,AllChan,2P,PaidSearch,Cost,Search
UM_AllChan_2P_PaidSearch_Impressions_Product,Independent,UM,AllChan,2P,PaidSearch,Impressions,Search
UM_AllChan_2P_PaidSearch_Clicks_Product,Independent,UM,AllChan,2P,PaidSearch,Clicks,Search
UM_AllChan_2P_PaidSearch_Cost_Product,Independent,UM,AllChan,2P,PaidSearch,Cost,Search
UM_AllChan_3P_PaidSearch_Impressions_Brand,Independent,UM,AllChan,3P,PaidSearch,Impressions,Search
UM_AllChan_3P_PaidSearch_Clicks_Brand,Independent,UM,AllChan,3P,PaidSearch,Clicks,Search
UM_AllChan_3P_PaidSearch_Cost_Brand,Independent,UM,AllChan,3P,PaidSearch,Cost,Search
UM_AllChan_3P_PaidSearch_Impressions_NonBrand,Independent,UM,AllChan,3P,PaidSearch,Impressions,Search
UM_AllChan_3P_PaidSearch_Clicks_NonBrand,Independent,UM,AllChan,3P,PaidSearch,Clicks,Search
UM_AllChan_3P_PaidSearch_Cost_NonBrand,Independent,UM,AllChan,3P,PaidSearch,Cost,Search
UM_AllChan_3P_PaidSearch_Impressions_Product,Independent,UM,AllChan,3P,PaidSearch,Impressions,Search
UM_AllChan_3P_PaidSearch_Clicks_Product,Independent,UM,AllChan,3P,PaidSearch,Clicks,Search
UM_AllChan_3P_PaidSearch_Cost_Product,Independent,UM,AllChan,3P,PaidSearch,Cost,Search
UM_AllChan_AllProd_PaidSearch_Impressions_Brand,Independent,UM,AllChan,AllProd,PaidSearch,Impressions,Search
UM_AllChan_AllProd_PaidSearch_Clicks_Brand,Independent,UM,AllChan,AllProd,PaidSearch,Clicks,Search
UM_AllChan_AllProd_PaidSearch_Cost_Brand,Independent,UM,AllChan,AllProd,PaidSearch,Cost,Search
UM_AllChan_HSIn_PaidSearch_Impressions_Brand,Independent,UM,AllChan,HSIn,PaidSearch,Impressions,Search
UM_AllChan_HSIn_PaidSearch_Clicks_Brand,Independent,UM,AllChan,HSIn,PaidSearch,Clicks,Search
UM_AllChan_HSIn_PaidSearch_Cost_Brand,Independent,UM,AllChan,HSIn,PaidSearch,Cost,Search
UM_AllChan_HSIn_PaidSearch_Impressions_NonBrand,Independent,UM,AllChan,HSIn,PaidSearch,Impressions,Search
UM_AllChan_HSIn_PaidSearch_Clicks_NonBrand,Independent,UM,AllChan,HSIn,PaidSearch,Clicks,Search
UM_AllChan_HSIn_PaidSearch_Cost_NonBrand,Independent,UM,AllChan,HSIn,PaidSearch,Cost,Search
UM_AllChan_HSIn_PaidSearch_Impressions_Product,Independent,UM,AllChan,HSIn,PaidSearch,Impressions,Search
UM_AllChan_HSIn_PaidSearch_Clicks_Product,Independent,UM,AllChan,HSIn,PaidSearch,Clicks,Search
UM_AllChan_HSIn_PaidSearch_Cost_Product,Independent,UM,AllChan,HSIn,PaidSearch,Cost,Search
UM_AllChan_TEL_PaidSearch_Impressions_Brand,Independent,UM,AllChan,TEL,PaidSearch,Impressions,Search
UM_AllChan_TEL_PaidSearch_Clicks_Brand,Independent,UM,AllChan,TEL,PaidSearch,Clicks,Search
UM_AllChan_TEL_PaidSearch_Cost_Brand,Independent,UM,AllChan,TEL,PaidSearch,Cost,Search
UM_AllChan_TEL_PaidSearch_Impressions_NonBrand,Independent,UM,AllChan,TEL,PaidSearch,Impressions,Search
UM_AllChan_TEL_PaidSearch_Clicks_NonBrand,Independent,UM,AllChan,TEL,PaidSearch,Clicks,Search
UM_AllChan_TEL_PaidSearch_Cost_NonBrand,Independent,UM,AllChan,TEL,PaidSearch,Cost,Search
UM_AllChan_TEL_PaidSearch_Impressions_Product,Independent,UM,AllChan,TEL,PaidSearch,Impressions,Search
UM_AllChan_TEL_PaidSearch_Clicks_Product,Independent,UM,AllChan,TEL,PaidSearch,Clicks,Search
UM_AllChan_TEL_PaidSearch_Cost_Product,Independent,UM,AllChan,TEL,PaidSearch,Cost,Search
UM_AllChan_TV_PaidSearch_Impressions_Brand,Independent,UM,AllChan,TV,PaidSearch,Impressions,Search
UM_AllChan_TV_PaidSearch_Clicks_Brand,Independent,UM,AllChan,TV,PaidSearch,Clicks,Search
UM_AllChan_TV_PaidSearch_Cost_Brand,Independent,UM,AllChan,TV,PaidSearch,Cost,Search
UM_AllChan_TV_PaidSearch_Impressions_NonBrand,Independent,UM,AllChan,TV,PaidSearch,Impressions,Search
UM_AllChan_TV_PaidSearch_Clicks_NonBrand,Independent,UM,AllChan,TV,PaidSearch,Clicks,Search
UM_AllChan_TV_PaidSearch_Cost_NonBrand,Independent,UM,AllChan,TV,PaidSearch,Cost,Search
UM_AllChan_TV_PaidSearch_Impressions_Product,Independent,UM,AllChan,TV,PaidSearch,Impressions,Search
UM_AllChan_TV_PaidSearch_Clicks_Product,Independent,UM,AllChan,TV,PaidSearch,Clicks,Search
UM_AllChan_TV_PaidSearch_Cost_Product,Independent,UM,AllChan,TV,PaidSearch,Cost,Search
UM_AllChan_AllProd_PaidSearch_sum_Impressions_BrandTotal,Independent,UM,AllChan,AllProd,PaidSearch_sum,Impressions,Search
UM_AllChan_AllProd_PaidSearch_sum_Clicks_BrandTotal,Independent,UM,AllChan,AllProd,PaidSearch_sum,Clicks,Search
UM_AllChan_AllProd_PaidSearch_sum_Cost_BrandTotal,Independent,UM,AllChan,AllProd,PaidSearch_sum,Cost,Search
UM_AllChan_AllProd_PaidSearch_sum_Impressions_NonBrandTotal,Independent,UM,AllChan,AllProd,PaidSearch_sum,Impressions,Search
UM_AllChan_AllProd_PaidSearch_sum_Clicks_NonBrandTotal,Independent,UM,AllChan,AllProd,PaidSearch_sum,Clicks,Search
UM_AllChan_AllProd_PaidSearch_sum_Cost_NonBrandTotal,Independent,UM,AllChan,AllProd,PaidSearch_sum,Cost,Search
UM_AllChan_AllProd_PaidSearch_sum_Impressions_ProductTotal,Independent,UM,AllChan,AllProd,PaidSearch_sum,Impressions,Search
UM_AllChan_AllProd_PaidSearch_sum_Clicks_ProductTotal,Independent,UM,AllChan,AllProd,PaidSearch_sum,Clicks,Search
UM_AllChan_AllProd_PaidSearch_sum_Cost_ProductTotal,Independent,UM,AllChan,AllProd,PaidSearch_sum,Cost,Search
UM_AllChan_AllProd_SearchBrand_SpendNet,Independent,UM,AllChan,AllProd,SearchBrand,SpendNet,Search
UM_AllChan_AllProd_SearchBrand_Impressions,Independent,UM,AllChan,AllProd,SearchBrand,Impressions,Search
UM_AllChan_AllProd_SearchBrand_Clicks,Independent,UM,AllChan,AllProd,SearchBrand,Clicks,Search
UM_AllChan_AllProd_SearchUnbranded_SpendNet,Independent,UM,AllChan,AllProd,SearchUnbranded,SpendNet,Search
UM_AllChan_AllProd_SearchUnbranded_Impressions,Independent,UM,AllChan,AllProd,SearchUnbranded,Impressions,Search
UM_AllChan_AllProd_SearchUnbranded_Clicks,Independent,UM,AllChan,AllProd,SearchUnbranded,Clicks,Search
UM_AllChan_AllProd_SearchProd_SpendNet,Independent,UM,AllChan,AllProd,SearchProd,SpendNet,Search
UM_AllChan_AllProd_SearchProd_Impressions,Independent,UM,AllChan,AllProd,SearchProd,Impressions,Search
UM_AllChan_AllProd_SearchProd_Clicks,Independent,UM,AllChan,AllProd,SearchProd,Clicks,Search
UM_AllChan_AllProd_WebTraffic_Affiliate_Clicks,Independent,UM,AllChan,AllProd,WebTraffic_Affiliate,Clicks,Digital
UM_AllChan_AllProd_WebTraffic_Affiliate_Views,Independent,UM,AllChan,AllProd,WebTraffic_Affiliate,Views,Digital
UM_AllChan_AllProd_WebTraffic_Affiliate_Visits,Independent,UM,AllChan,AllProd,WebTraffic_Affiliate,Visits,Digital
UM_AllChan_AllProd_WebTraffic_Affiliate_Revenue,Independent,UM,AllChan,AllProd,WebTraffic_Affiliate,Revenue,Digital
UM_AllChan_AllProd_WebTraffic_DirectWeb_Clicks,Independent,UM,AllChan,AllProd,WebTraffic_DirectWeb,Clicks,Digital
UM_AllChan_AllProd_WebTraffic_DirectWeb_Views,Independent,UM,AllChan,AllProd,WebTraffic_DirectWeb,Views,Digital
UM_AllChan_AllProd_WebTraffic_DirectWeb_Visits,Independent,UM,AllChan,AllProd,WebTraffic_DirectWeb,Visits,Digital
UM_AllChan_AllProd_WebTraffic_DirectWeb_Revenue,Independent,UM,AllChan,AllProd,WebTraffic_DirectWeb,Revenue,Digital
UM_AllChan_AllProd_WebTraffic_Display_Clicks,Independent,UM,AllChan,AllProd,WebTraffic_Display,Clicks,Digital
UM_AllChan_AllProd_WebTraffic_Display_Views,Independent,UM,AllChan,AllProd,WebTraffic_Display,Views,Digital
UM_AllChan_AllProd_WebTraffic_Display_Visits,Independent,UM,AllChan,AllProd,WebTraffic_Display,Visits,Digital
UM_AllChan_AllProd_WebTraffic_Display_Revenue,Independent,UM,AllChan,AllProd,WebTraffic_Display,Revenue,Digital
UM_AllChan_AllProd_WebTraffic_EMail_Clicks,Independent,UM,AllChan,AllProd,WebTraffic_EMail,Clicks,Digital
UM_AllChan_AllProd_WebTraffic_EMail_Views,Independent,UM,AllChan,AllProd,WebTraffic_EMail,Views,Digital
UM_AllChan_AllProd_WebTraffic_EMail_Visits,Independent,UM,AllChan,AllProd,WebTraffic_EMail,Visits,Digital
UM_AllChan_AllProd_WebTraffic_EMail_Revenue,Independent,UM,AllChan,AllProd,WebTraffic_EMail,Revenue,Digital
UM_AllChan_AllProd_WebTraffic_MGM_Clicks,Independent,UM,AllChan,AllProd,WebTraffic_MGM,Clicks,Digital
UM_AllChan_AllProd_WebTraffic_MGM_Views,Independent,UM,AllChan,AllProd,WebTraffic_MGM,Views,Digital
UM_AllChan_AllProd_WebTraffic_MGM_Visits,Independent,UM,AllChan,AllProd,WebTraffic_MGM,Visits,Digital
UM_AllChan_AllProd_WebTraffic_MGM_Revenue,Independent,UM,AllChan,AllProd,WebTraffic_MGM,Revenue,Digital
UM_AllChan_AllProd_WebTraffic_SEA_Clicks,Independent,UM,AllChan,AllProd,WebTraffic_SEA,Clicks,Digital
UM_AllChan_AllProd_WebTraffic_SEA_Views,Independent,UM,AllChan,AllProd,WebTraffic_SEA,Views,Digital
UM_AllChan_AllProd_WebTraffic_SEA_Visits,Independent,UM,AllChan,AllProd,WebTraffic_SEA,Visits,Digital
UM_AllChan_AllProd_WebTraffic_SEA_Revenue,Independent,UM,AllChan,AllProd,WebTraffic_SEA,Revenue,Digital
UM_AllChan_TotWeb_WebTraffic_Total_Clicks,Independent,UM,AllChan,TotWeb,WebTraffic_Total,Clicks,Digital
UM_AllChan_TotWeb_WebTraffic_Total_Views,Independent,UM,AllChan,TotWeb,WebTraffic_Total,Views,Digital
UM_AllChan_TotWeb_WebTraffic_Total_Visits,Independent,UM,AllChan,TotWeb,WebTraffic_Total,Visits,Digital
UM_AllChan_TotWeb_WebTraffic_Total_Revenue,Independent,UM,AllChan,TotWeb,WebTraffic_Total,Revenue,Digital
UM_Digitaldir_2P_PromoOnlineDiscVouch_EurosDiscount_RepOfMidTier,Independent,UM,Digitaldir,2P,PromoOnlineDiscVouch,EurosDiscount,Promo
UM_Digitaldir_3P_PromoOnlineDiscVouch_EurosDiscount_RepOfMidTier,Independent,UM,Digitaldir,3P,PromoOnlineDiscVouch,EurosDiscount,Promo
UM_AllChan_2P_ListPrice_Dummy,Independent,UM,AllChan,2P,ListPrice,Dummy,Price
UM_AllChan_2P_LosWochos_ScarcityIndicator,Independent,UM,AllChan,2P,LosWochos_ScarcityIndicator,EurosDiscount,Promo
UM_AllChan_AllProd_NationalHolidays_GeoWeightedDays,Independent,UM,AllChan,AllProd,NationalHolidays,GeoWeightedDays,Seasonal
UM_AllChan_AllProd_HolidaysXmas_NY_GeoWeightedDays,Independent,UM,AllChan,AllProd,HolidaysXmas,GeoWeightedDays,Seasonal
UM_AllChan_2P_TradePress_SpendGross,Independent,UM,AllChan,2P,TradePress,SpendGross,Spend
UM_AllChan_2P_PaidSearch_Impressions_NonBrand_Product,Independent,UM,AllChan,2P,PaidSearch,Impressions,Search
UM_AllChan_MSI_Discount15End_Dummy,Independent,UM,AllChan,MSI,Discount,Dummy,Promo
UM_AllChan_MSI_PostDiscount15_Dummy,Independent,UM,AllChan,MSI,Discount,Dummy,Promo
UM_AllChan_Internet_Radio_SpendGross,Independent,UM,AllChan,Internet,Internet_Radio,SpendGross,Spend
UM_AllChan_Internet_TV_SpendGross,Independent,UM,AllChan,Internet,Internet_TV,SpendGross,Spend
UM_AllChan_Internet_TradePress_SpendGross,Independent,UM,AllChan,Internet,Internet_TradePress,SpendGross,Spend
UM_AllChan_Internet_Magazine_SpendGross,Independent,UM,AllChan,Internet,Internet_Magazine,SpendGross,Spend
UM_AllChan_Internet_OOH_SpendGross,Independent,UM,AllChan,Internet,Internet_OOH,SpendGross,Spend
UM_AllChan_Internet_NewsPaper_SpendGross,Independent,UM,AllChan,Internet,Internet_NewsPaper,SpendGross,Spend
UM_AllChan_Internet_Cinema_SpendGross,Independent,UM,AllChan,Internet,Internet_Cinema,SpendGross,Spend
UM_AllChan_2P_PaidSearch_Impressions_NonBrand_Product_Discount_Weighted,Independent,UM,AllChan,2P,PaidSearch,Impressions,Search
Comp_AllChan_Media_Spend,Independent,UM,AllChan,AllProd,Media,SpendGross,Comp
Comp_AllChan_2P_Effectively_Mtl_Price_Avg_Ranking_V6,Independent,UM,AllChan,2P,Effectively_Mtl_Price,Avg_Ranking_V1,Comp
UM_AllChan_AllProd_New_Year_Peak_2017,Independent,UM,AllChan,AllProd,OETimeShifting,Dummy,Seasonal
UM_AllChan_AllProd_Christmas_Dip_2016,Independent,UM,AllChan,AllProd,OETimeShifting,Dummy,Seasonal
UM_AllChan_AllProd_Peak_June_2015,Independent,UM,AllChan,AllProd,OETimeShifting,Dummy,Seasonal
UM_Retailind_2P_HSIn_CPO3_Spend_GT_20000x,Independent,UM,Retailind,2P,CPO3,SpendGross,CPO
UM_Retailind_2P_HSIn_CPO3_Spend_LTE_20000x,Independent,UM,Retailind,HSIn,CPO3,SpendGross,CPO
Comp_AllChan_HSIn_Spend,Independent,UM,AllChan,HSIn,Media,SpendGross,Comp
UM_AllChan_3P_ListPrice_Dummy,Independent,UM,AllChan,3P,ListPrice,Dummy,Price
UM_AllChan_HSIn_PaidSearch_Impressions_Nonbrand_Product,Independent,UM,AllChan,HSIn,PaidSearch,Impressions,Search
UM_AllChan_3P_LosWochos_PriceReduction,Independent,UM,AllChan,3P,LosWochas,EuroDiscount,Promo
UM_AllChan_3P_PaidSearch_Impressions_Nonbrand_Product,Independent,UM,AllChan,3P,PaidSearch,Impressions,Search
UM_Retailind_3P_HSIn_CPO1b_SpendPerOE,Independent,UM,Retailind,3P,CPO1b,SpendGross,CPO
UM_Digital_1P_Sales_Units_OE,Dependent,UM,Digital,1P,Sales,Units,OE
UM_AllChan_1P_ListPrice_Dummy,Independent,UM,AllChan,1P,ListPrice,Dummy,Price
UM_AllChan_1P_PaidSearch_NonBrand_Product,Independent,UM,AllChan,1P,PaidSearch,Impressions,Search
UM_AllChan_BCS_ListPrice_Dummy,Independent,UM,AllChan,BCS,ListPrice,Dummy,Price
UM_AllChan_AllProd_PaidSearch_Impressions_NonBrand_Product,Independent,UM,AllChan,AllProd,PaidSearch,Impressions,Search
UM_D2DTeleout_BCS_Residual_One_Sigma_Dummy,Independent,UM,D2DTeleout,BCS,BCS_Residual,Dummy,Technical
UM_AllChan_2P_TradePress_SpendGross2,Independent,UM,AllChan,2P,TradePress,SpendGross,Spend
UM_AllChan_2P_Outbound_ReachedContacts2,Independent,UM,AllChan,2P,Outbound,ReachedContacts,DM
UM_AllChan_2P_VP3_Stepchange2x,Independent,UM,AllChan,2P,Effectively_Mtl_Price,Avg_Ranking_V3,VP
UM_AllChan_3P_Paidsearch_Discount_Weighted,Independent,UM,AllChan,3P,PaidSearch,Impressions,Search
UM_AllChan_HSIn_TV_GRP_T,Independent,UM,AllChan,HSIn,TV,GRP,GRP
UM_AllChan_2P_OOH_SpendGross_T,Independent,UM,AllChan,2P,OOH,SpendGross,Spend
UM_AllChan_2P_PaidSearch_Impressions_NonBrand_Product_T,Independent,UM,AllChan,2P,PaidSearch,Impressions,Search
UM_AllChan_2p3p_Outbound_ReachedContacts_T,Independent,UM,AllChan,2p3p,Outbound,ReachedContacts,DM
UM_AllChan_2P_LosWochos_Stepchange_T,Independent,UM,AllChan,2P,LosWochos,Stepchange,VP
UM_Digitaldir_2P_TP134_EuroValue_T,Independent,UM,Digitaldir,2P,TP134,EuroValue,Promo
UM_AllChan_AllProd_School_Holidays_GeoWeightedDays_T,Independent,UM,AllChan,AllProd,School_Holidays,GeoWeightedDays,Seasonal
UM_AllChan_2P_SocialFBInsta_Impressions_T,Independent,UM,AllChan,2P,SocialFB&Insta,Impressions,Digital
UM_AllChan_AllProd_NonProgDisplay_Impressions_T,Independent,UM,AllChan,AllProd,NonProgDisplay,Impressions,Digital
UM_DigitalIndir_AllProd_SalesSupport_Spend_Total,Independent,UM,DigitalIndir,AllProd,SalesSupport,Spend,Support
Comp_AllChan_MOB_TV_GRP_T,Independent,Comp,AllChan,MOB,TV,GRP,Comp
Comp_AllChan_TV_TV_GRP_T,Independent,Comp,AllChan,TV,TV,GRP,Comp
UM_AllChan_MSI_PostDiscount15_Dummy_T,Independent,UM,AllChan,MSI,Discount,Dummy,Promo
UM_D2DTeleout_3P_HSIn_CPO2_SpendPerOE_K2,Independent,UM,D2DTeleout,3P_HSIn,CPO2,SpendPerOE,CPO
UM_D2DTeleout_3P_HSIn_CPO3_Spend_T2,Independent,UM,D2DTeleout,3P_HSIn,CPO3,Spend,CPO
UM_D2DTeleout_BCS_CPO3_Spend_U2,Independent,UM,D2DTeleout,BCS,CPO3,Spend,CPO
UM_AllChan_BCS_ListPrice_Dummy_2,Independent,UM,AllChan,BCS,ListPrice,Euros,Price
UM_AllChan_AllProd_Magazines_SpendGross_T,Independent,UM,AllChan,AllProd,Magazines,SpendGross,Spend
UM_AllChan_AllProd_Newspapers_SpendGross_T,Independent,UM,AllChan,AllProd,Newspapers,SpendGross,Spend
UM_AllChan_AllProd_MarApr_Easter_Holidays_GeoWeightedDays_T,Independent,UM,AllChan,AllProd,MarApr_Easter_Holidays,GeoWeightedDays,Seasonal
UM_AllChan_AllProd_Karnveal_Holidays_GeoWeightedDays_T,Independent,UM,AllChan,AllProd,MarApr_Easter_Holidays,GeoWeightedDays,Seasonal
UM_AllChan_AllProd_ProgTot_PaidSearch_NonBrand_Product,Independent,UM,AllChan,AllProd,PaidSearch&ProgTotal,Impressions,Search
